Site,site_Treatment, LON (NAD83 MTM (Modified Transverse Mercator) zone 6),LAT (NAD83 MTM (Modified Transverse Mercator) zone 6),LON E,LAT N
2014,6,13,4,52.4,10.2
2014,6,14,4,19.3,8.9
2014,6,15,4.4,0.3,7.5
2014,6,16,0.5,0.1,5.6
2014,6,17,0.8,16.6,8.9
2014,6,18,8.6,8.3,11.4
2014,6,19,7,0.2,7.7
2014,6,20,26.9,0.7,3.7
2014,6,21,0,0,6.2
2014,6,22,0,0.1,7.7
2014,6,23,0,0.9,6.2
2014,6,24,30.6,103.4,12.9
2014,6,25,0,4.6,11.7
2014,6,26,0,0,6.9
2014,6,27,0,0,8.3
2014,6,28,0,0,11.4
2014,6,29,0,2.6,12.8
2014,6,30,0,7.4,15.5
2014,7,1,3.2,11.4,17.7
2014,7,2,0,4,20.6
2014,7,3,16.4,14.9,18.5
2014,7,4,11.4,3.2,14.7
2014,7,5,56.6,7.1,8.8
2014,7,6,0,5.6,8
2014,7,7,1.7,10.2,11.1
2014,7,8,0.4,38.4,15
2014,7,9,0,0.6,13.9
2014,7,10,0,0,12.8
2014,7,11,0,0.1,7.3
2014,7,12,0,0.7,11.8
2014,7,13,3.8,16.4,13.8
2014,7,14,0,0.1,16.7
2014,7,15,0.7,75.9,10.2
2014,7,16,7.2,2.1,15.6
2014,7,17,0,0.3,16.1
2014,7,18,0.1,0,10.5
2014,7,19,0,0,9.6
2014,7,20,0,1.5,12.8
2014,7,21,0.2,0.2,15.6
2014,7,22,0,1.4,13.7
2014,7,23,0.4,22.9,16.9
2014,7,24,0,0.1,9.3
2014,7,25,0,5.5,6.4
2014,7,26,6.8,45.7,10.1
2014,7,27,7.6,53.8,10.6
2014,7,28,16,62.1,15
2014,7,29,0.7,0.7,14.4
2014,7,30,0,3.5,8.1
2014,7,31,2.4,40.4,12.7
2014,8,1,0.5,2.8,12.1
2014,8,2,0,51.7,12.9
2014,8,3,0,1.5,13
2014,8,4,0,11.6,10.9
2014,8,5,17.7,15.8,12.3
2014,8,6,1.1,2,10.5
2014,8,7,8.1,7.1,10.8
2014,8,8,10.3,5.6,12.2
2014,8,9,0,0,11.4
2014,8,10,0,1.4,8.9
2014,8,11,0,6.6,9.4
2014,8,12,0,45.6,10.8
2014,8,13,0.1,80,10.2
2014,8,14,0.9,12.7,13.4
2014,8,15,12.7,6.6,13.6
2014,8,16,3.6,15.2,8
2014,8,17,12.1,9.4,11.1
2014,8,18,11.1,0.5,11
2014,8,19,2.9,0.1,11.4
2014,8,20,0,1.9,12
2014,8,21,0,0.8,11.2
2014,8,22,0,1.2,10.7
2014,8,23,0,0,9.1
2014,8,24,0,0,12.8
2014,8,25,0,0,14.8
2014,8,26,0.3,8.6,14
2014,8,27,7.1,1.4,14.5
2014,8,28,5.1,1.2,7.1
2014,8,29,0,0.7,4.9
2014,8,30,1.9,29.5,5
2014,8,31,3.6,49.5,13.7
2014,9,1,0,2.6,10.3
2014,9,2,21.1,56,11.1
2014,9,3,2,0.6,13.7
2014,9,4,0,1.6,8.5
2014,9,5,8.5,24.8,9
2014,9,6,0.8,7.2,10.2
2014,9,7,0.3,0.1,7.1
2014,9,8,0,0,2.1
2014,9,9,0,0,2.4
2014,9,10,0,9.5,5.9
2014,9,11,5.9,9.5,6.8
2014,9,12,0,0,4.6
2014,9,13,11.2,12.9,-1
2014,9,14,0.3,0.3,5.1
2014,9,15,0.3,1.5,4.1
2014,9,16,0.4,0.5,1
2014,9,17,12.4,7,1.9
2014,9,18,4,0.1,-0.5
2014,9,19,0,0.2,-1.9
2014,9,20,0.2,7.7,-1.7
2014,9,21,0,18,7.6
2014,9,22,7.7,2.5,9.6
2014,9,23,2.9,0.6,0.9
2014,9,24,0,0,-2.3
2014,9,25,0,0,4.7
2014,9,26,0,0,6.9
2014,9,27,0,0,9.2
2014,9,28,1.2,1.5,8
2014,9,29,2.4,3.7,0.5
2014,9,30,0,0.1,-1.8
2014,10,1,0,0,0.3
2014,10,2,0,0,-0.6
2014,10,3,0,3.5,-1.4
2014,10,4,0.4,31.2,-0.9
2014,10,5,22.7,4.6,8.9
2014,10,6,0,2.8,3.5
2014,10,7,3.6,29.4,1.1
2014,10,8,9.3,14.4,7.3
2014,10,9,2.2,1.8,1.7
2014,10,10,0,0.2,0.6
2014,10,11,0.9,0.3,1.6
2014,10,12,0,0,-0.1
2014,10,13,0,0.5,-1
2014,10,14,1,4.5,1.2
2014,10,15,19,15.3,7.5
2014,10,16,16.7,32.5,3.5
2014,10,17,12.8,8.4,4.4
2014,10,18,10.4,16.4,9
2014,10,19,0,0.1,0.1
2014,10,20,0.2,0.5,-1
2014,10,21,0,2.1,-2.2
2014,10,22,0,0.3,-2.8
2014,10,23,0,15.5,-3.1
2014,10,24,0.3,0.3,-0.9
2014,10,25,6.6,6,-0.3
2014,10,26,2.4,2.1,-1.3
2014,10,27,4.6,1,-0.2
2014,10,28,2.5,4.8,-0.6
2014,10,29,3.1,0.6,0.5
2014,10,30,0,0,0.6
2014,10,31,0,0.1,-4.5
2014,11,1,0.5,0.1,-4.9
2014,11,2,38.6,10.3,-4.5
2014,11,3,7.1,0.3,-4.1
2014,11,4,4.4,13.8,-5.9
2014,11,5,5.3,1.9,-7.3
2014,11,6,1.5,7.6,-2.5
2014,11,7,33.2,6,-3.9
2014,11,8,4.2,1,-6.5
2014,11,9,0,0.8,-7.2
2014,11,10,0,0.4,-8.8
2014,11,11,1.6,2.5,-10.4
2014,11,12,8.4,4,-8.5
2014,11,13,0,0.3,-6.3
2014,11,14,2.2,0.4,-10
2014,11,15,0.4,0.3,-13.1
2014,11,16,0.5,3.5,-14.6
2014,11,17,5.4,26,-9
2014,11,18,1.5,5.3,-5.6
2014,11,19,0.4,1.7,-9.5
2014,11,20,1,4.5,-15.9
2014,11,21,4.7,1.1,-13.6
2014,11,22,0.3,3.1,-13.4
2014,11,23,0.3,15.2,-10.5
2014,11,24,12,42.1,-9.2
2014,11,25,0,0.5,1.8
2014,11,26,5,5.7,-6.8
2014,11,27,1.2,0.7,-10.5
2014,11,28,0.4,2.6,-15.8
2014,11,29,0.5,2,-18.6
2014,11,30,3.9,3.1,-17.4
2014,12,1,1.1,0.3,-11.8
2014,12,2,0.2,7.7,-22.1
2014,12,3,7.3,7.6,-22.4
2014,12,4,0.4,0,-17.3
2014,12,5,0,0.9,-21
2014,12,6,0.7,0.5,-18.6
2014,12,7,0,0,-20.3
2014,12,8,0,0.3,-21.8
2014,12,9,3.8,15.1,-16.6
2014,12,10,30.1,113,-7.6
2014,12,11,7.7,16,-5.9
2014,12,12,17.2,3.9,-3.1
2014,12,13,0.5,1,1.1
2014,12,14,0.7,0,-3.2
2014,12,15,0,0,-8.5
2014,12,16,0,0.4,-13.7
2014,12,17,4.5,10.2,-10
2014,12,18,2.8,3.2,-6.5
2014,12,19,0,0.1,-10.5
2014,12,20,0,0.1,-13.3
2014,12,21,0.1,0.3,-14.8
2014,12,22,0.2,0.5,-21.2
2014,12,23,0,3.7,-12
2014,12,24,21.4,31,-12.5
2014,12,25,11.8,2.5,-1.8
2014,12,26,0,0,-2.1
2014,12,27,0.3,7.6,-6.7
2014,12,28,2.3,0.9,-9.8
2014,12,29,3.3,0.4,-19.5
2014,12,30,0.9,0.3,-24.3
2014,12,31,0,0.9,-25.3
2015,1,1,2.3,12,-23.2
2015,1,2,2.6,0.9,-21
2015,1,3,1.5,23.2,-25.2
2015,1,4,7.7,41.8,-25.7
2015,1,5,3,1.4,-19.8
2015,1,6,0,3.7,-27.8
2015,1,7,0.6,2.3,-30.5
2015,1,8,0,8,-31.9
2015,1,9,2.7,3.1,-28.7
2015,1,10,0.4,0.9,-24.7
2015,1,11,0.3,4.3,-28.3
2015,1,12,1.3,3.6,-17.6
2015,1,13,0,0,-24.3
2015,1,14,0,0.2,-25.9
2015,1,15,2.1,9.4,-21
2015,1,16,2.5,1.6,-15.9
2015,1,17,0.2,0.5,-24.8
2015,1,18,5.7,26.7,-24.9
2015,1,19,5.9,7.8,-4.2
2015,1,20,3.1,0.6,-16
2015,1,21,1.4,0.1,-15.8
2015,1,22,1.5,0.3,-17.5
2015,1,23,0.5,5.1,-19.1
2015,1,24,4.8,2.8,-12.9
2015,1,25,2.2,0.7,-16.1
2015,1,26,1.3,0.2,-23
2015,1,27,5.4,9.1,-26.1
2015,1,28,1.3,0.1,-19.7
2015,1,29,0,7.9,-16.3
2015,1,30,1.5,7,-12.6
2015,1,31,2.5,3.7,-12
2015,2,1,0.6,0.4,-22.7
2015,2,2,1.1,2.9,-27.9
2015,2,3,0,1.5,-25.6
2015,2,4,0.3,14.4,-28.7
2015,2,5,1,0.2,-18.5
2015,2,6,0,1.9,-25.1
2015,2,7,0.2,0.6,-26
2015,2,8,0,9.8,-26.4
2015,2,9,0,0.3,-27.5
2015,2,10,0,0,-26.9
2015,2,11,0,4.8,-26
2015,2,12,0.5,4.7,-23.8
2015,2,13,0.3,0.4,-20.2
2015,2,14,0,1.3,-27
2015,2,15,10.3,6.1,-27
2015,2,16,9.2,1.1,-20.2
2015,2,17,0.1,0.1,-21.5
2015,2,18,0,2.6,-22.9
2015,2,19,8.2,43.3,-22.4
2015,2,20,3.9,2.2,-15.4
2015,2,21,0.4,12.7,-21.3
2015,2,22,0,4.2,-17.8
2015,2,23,0.9,0.5,-23.8
2015,2,24,0,0.6,-27.3
2015,2,25,4.3,1.6,-20.6
2015,2,26,0,0,-21.1
2015,2,27,0,0,-26.7
2015,2,28,0,0,-21.3
2015,3,1,0.3,1.7,-19
2015,3,2,5.3,1.2,-13
2015,3,3,4.1,9.8,-23.2
2015,3,4,1,0.2,-23.7
2015,3,5,0.2,0,-20
2015,3,6,0,0.2,-22.7
2015,3,7,0.4,2.1,-16.7
2015,3,8,0,3.3,-15.8
2015,3,9,0.8,1,-24
2015,3,10,1.8,1.9,-20.1
2015,3,11,2.7,0.5,-9.2
2015,3,12,0.6,0,-15.8
2015,3,13,0,0.7,-21.7
2015,3,14,0,40.2,-18.7
2015,3,15,0,5.7,-18.9
2015,3,16,0,1.2,-14.8
2015,3,17,0.7,15.2,-17.6
2015,3,18,3.1,3.7,-11
2015,3,19,1.1,0,-12.6
2015,3,20,0,0.2,-16.6
2015,3,21,2.7,14.7,-8.7
2015,3,22,14.5,15,-14.5
2015,3,23,2.7,0.3,-16.5
2015,3,24,0,0,-14
2015,3,25,0.3,1.2,-14.5
2015,3,26,1,0.9,-6
2015,3,27,0,0.2,-5.4
2015,3,28,0,0,-13
2015,3,29,0,0.4,-14.9
2015,3,30,1.5,6.4,-6.9
2015,3,31,0.4,0,-4.2
2015,4,1,0,0.3,-13.7
2015,4,2,1.8,9.3,-14.4
2015,4,3,0.5,16.3,-12
2015,4,4,7,5.6,-9.7
2015,4,5,0.4,0.2,-17.5
2015,4,6,0.2,0.7,-17.4
2015,4,7,0.1,0,-17.4
2015,4,8,0,0.7,-14.6
2015,4,9,0,15.7,-18.4
2015,4,10,8.1,20.1,-6.8
2015,4,11,3.3,0.7,-4
2015,4,12,0,0.2,-6.2
2015,4,13,3.6,1.8,-7.3
2015,4,14,0,0,3
2015,4,15,0,0,-5.7
2015,4,16,0,0.2,-8.5
2015,4,17,0.1,0.1,-1.6
2015,4,18,0,1.2,-6.5
2015,4,19,0,0.1,-7.4
2015,4,20,0.3,13.1,-7.3
2015,4,21,4.8,10.1,-1.4
2015,4,22,1.2,15.6,-1.2
2015,4,23,4.5,8.9,-3
2015,4,24,1.4,8.6,-3.5
2015,4,25,2.3,1.5,-2.9
2015,4,26,10.4,1.9,-2.1
2015,4,27,8.6,0.9,-0.8
2015,4,28,33.8,3.7,-1.1
2015,4,29,0,0.1,-0.2
2015,4,30,0,0,-0.1
2015,5,1,0,0.2,-4.5
2015,5,2,0.2,0,-1
2015,5,3,0.1,0.1,-2.2
2015,5,4,0.8,4,0.6
2015,5,5,1.4,0.2,3.1
2015,5,6,0,0,-2
2015,5,7,0,0.3,-1.1
2015,5,8,0.4,1,-5.7
2015,5,9,2.4,16.5,-0.4
2015,5,10,0,6.4,5.8
2015,5,11,1.2,9.9,-0.1
2015,5,12,10,37.6,-0.5
2015,5,13,0,0,-1.8
2015,5,14,0,0,-0.9
2015,5,15,0.2,0,3.4
2015,5,16,2.1,0.9,3
2015,5,17,1.6,0.2,5.2
2015,5,18,15.3,42.1,5.5
2015,5,19,2.2,19.8,7.3
2015,5,20,3.6,0.5,2.9
2015,5,21,0.3,3.7,0.9
2015,5,22,6.9,1.3,-1
2015,5,23,7,0.3,-0.7
2015,5,24,0,0.3,0.1
2015,5,25,0.3,11.4,0.7
2015,5,26,6.5,10.2,7.3
2015,5,27,9.5,19.9,8.7
2015,5,28,6.2,19.8,13.1
2015,5,29,0,1,2.9
2015,5,30,10.2,62.4,8.4
2015,5,31,0,2.8,4.9
2015,6,1,0,3.1,0.6
2015,6,2,0,3.8,0.5
2015,6,3,0,0.1,3.2
2015,6,4,0,2,2.1
2015,6,5,3.5,8.5,9.3
2015,6,6,0,0,4.9
2015,6,7,0,10.7,-1
2015,6,8,5,17.5,6
2015,6,9,13.9,51.2,5.5
2015,6,10,6.3,18.2,10.6
2015,6,11,7.6,4.6,9.3
2015,6,12,0.1,7.7,10.4
2015,6,13,0.2,0,9.9
2015,6,14,0,0.1,4.3
2015,6,15,0,2.5,2.6
2015,6,16,8.4,25.8,10.9
2015,6,17,0,0.1,6.1
2015,6,18,6.2,9,7.5
2015,6,19,0,0,6.9
2015,6,20,0.3,1.7,2.4
2015,6,21,6.3,6.3,5
2015,6,22,0.1,0.9,9.4
2015,6,23,16,54.1,4.5
2015,6,24,3.5,0.6,9.2
2015,6,25,0.3,0.3,6.1
2015,6,26,0.2,0.8,5.9
2015,6,27,0,0.6,4.2
2015,6,28,3.1,35.9,8.6
2015,6,29,4,3.6,8.2
2015,6,30,0,8.3,6.8
2015,7,1,7.4,57.3,11
2015,7,2,0.4,0.8,11.9
2015,7,3,0.9,0.1,9.1
2015,7,4,0,1.2,10.5
2015,7,5,0,0.5,10.1
2015,7,6,0,0.5,9.1
2015,7,7,2.9,37.9,12.3
2015,7,8,1.5,0,13.1
2015,7,9,0,0,7.8
2015,7,10,0,0.8,11.2
2015,7,11,3.7,18.6,8.8
2015,7,12,0,0.1,13
2015,7,13,0,1.7,6.7
2015,7,14,16.5,52.5,12.7
2015,7,15,3.8,0.1,9.8
2015,7,16,0,0,6.8
2015,7,17,0,3.9,4.4
2015,7,18,0.9,32.8,9.3
2015,7,19,1.2,44.7,9.1
2015,7,20,5,1.7,8.4
2015,7,21,15.6,61.4,7.9
2015,7,22,4.9,2.6,10.2
2015,7,23,3.2,7.4,9.4
2015,7,24,0.3,5.4,6.6
2015,7,25,0,13.2,5.3
2015,7,26,5.4,7.8,8.6
2015,7,27,0.5,35.1,12.2
2015,7,28,3.9,2.1,13.5
2015,7,29,0,3.2,10.3
2015,7,30,6.9,22.5,9.3
2015,7,31,3.4,19.8,15.1
2015,8,1,7.2,15.6,10.2
2015,8,2,0,5.2,10.4
2015,8,3,4.8,14.3,11.5
2015,8,4,12.1,14.6,14.2
2015,8,5,2.2,38.4,11.2
2015,8,6,4.9,3,9.1
2015,8,7,4.8,0.7,11.7
2015,8,8,3.8,7.1,10
2015,8,9,0,2.1,6.8
2015,8,10,0,38.6,6.6
2015,8,11,2.7,66.5,8.8
2015,8,12,6.4,26.5,11.1
2015,8,13,0.4,5,13.6
2015,8,14,0,6.7,12.3
2015,8,15,0,0.1,12.8
2015,8,16,0,0.3,11.4
2015,8,17,0,2.9,15.5
2015,8,18,0,10.4,16.3
2015,8,19,0.6,12,11.9
2015,8,20,0,16.6,16.2
2015,8,21,7.6,6.4,16.4
2015,8,22,0,0,15.1
2015,8,23,0,6.1,10.3
2015,8,24,0,32.7,11.8
2015,8,25,0.6,87.2,12
2015,8,26,9.7,6.3,14.1
2015,8,27,7.7,7,13.7
2015,8,28,0,0.3,9.6
2015,8,29,0.5,1.2,9.2
2015,8,30,0.9,0.9,11
2015,8,31,13,0.4,11.1
2015,9,1,0,0.1,6.7
2015,9,2,0,28.1,9.1
2015,9,3,0,0,8.8
2015,9,4,0,0,5.2
2015,9,5,0,0,6.1
2015,9,6,0,3.6,8.9
2015,9,7,3.8,58.4,15.3
2015,9,8,2.5,7,9.9
2015,9,9,9.2,11.1,7.1
2015,9,10,0,0.2,9.8
2015,9,11,0.4,0.6,7.7
2015,9,12,0,14.5,7.8
2015,9,13,2.5,54.1,6.5
2015,9,14,14.6,14.4,7.5
2015,9,15,0,0,8.7
2015,9,16,0,0,9.5
2015,9,17,0,0.1,9.9
2015,9,18,0,0.6,13.4
2015,9,19,3.2,13.9,10.9
2015,9,20,0.9,0,7.6
2015,9,21,0,0,2
2015,9,22,0,0.1,4.3
2015,9,23,0,0,5
2015,9,24,0,0,2.9
2015,9,25,0,0,0
2015,9,26,0,0,-3.3
2015,9,27,0,0,-0.5
2015,9,28,0,5.2,10.6
2015,9,29,14.7,36.2,14.9
2015,9,30,16.9,17.3,3.5
2015,10,1,0.6,0,2.7
2015,10,2,2.1,0.2,0.6
2015,10,3,0,0,0.3
2015,10,4,0,0.1,-0.9
2015,10,5,0,0,3.8
2015,10,6,0,0,4
2015,10,7,0.9,0.3,1.5
2015,10,8,0,0.7,0
2015,10,9,15.8,4,-3.9
2015,10,10,1.4,5.2,-2.8
2015,10,11,0,0.6,-2.7
2015,10,12,0,0.5,1.3
2015,10,13,2.8,3.2,6.1
2015,10,14,0,0.3,6.5
2015,10,15,6.1,9.1,-1.8
2015,10,16,5.5,7.5,-2.9
2015,10,17,0,1.7,-4.9
2015,10,18,3.3,0.8,-5.8
2015,10,19,0.9,0.3,-6.5
2015,10,20,0,0,-5.2
2015,10,21,0.2,2.4,-3.1
2015,10,22,6.1,1.7,-4.9
2015,10,23,1.1,0,-2.8
2015,10,24,2.1,15.3,-7.8
2015,10,25,5.5,1.2,-0.5
2015,10,26,0,0.1,-4.9
2015,10,27,0.1,0.1,-6
2015,10,28,20,42.4,-6.1
2015,10,29,10.5,3.7,-1.9
2015,10,30,0.3,0.1,-1.5
2015,10,31,0,0.6,-4.2
2015,11,1,8.2,12.2,-4
2015,11,2,0.8,2,-1.8
2015,11,3,0.6,0.6,-2.3
2015,11,4,0,0.1,-1.9
2015,11,5,0.8,0.1,-4.9
2015,11,6,9.5,4.3,-2
2015,11,7,0.1,0.1,-0.7
2015,11,8,0.1,0,-5.2
2015,11,9,0.4,0,-5.3
2015,11,10,0,0,-1.8
2015,11,11,0,0.3,-5.5
2015,11,12,5,11.4,-5.4
2015,11,13,12.4,10,-1.4
2015,11,14,4.5,1.7,-2.3
2015,11,15,2.8,0.4,-4.3
2015,11,16,1.8,0.1,-4.3
2015,11,17,0,0,-6.5
2015,11,18,0,0.3,-7.9
2015,11,19,1.4,33.1,-5.7
2015,11,20,12.6,1.9,-1.6
2015,11,21,0,0.7,-4.7
2015,11,22,9.5,0.4,-6
2015,11,23,4.8,0.4,-5.5
2015,11,24,0,0.1,-10.9
2015,11,25,0,0,-13.1
2015,11,26,3.4,8.3,-12.9
2015,11,27,10.8,16.9,-0.8
2015,11,28,0.4,0.5,-12.2
2015,11,29,0.3,0.4,-13.2
2015,11,30,0,0.1,-17.6
2015,12,1,0,3.8,-14.2
2015,12,2,8.6,15.3,-7.3
2015,12,3,0,4.4,-9.8
2015,12,4,0,0.2,-16.3
2015,12,5,0,0,-9.1
2015,12,6,0,0,-5.6
2015,12,7,0.7,0.1,-3.9
2015,12,8,0,0,-7.2
2015,12,9,0,0.9,-7
2015,12,10,0.5,0.7,-6.1
2015,12,11,0.6,1.9,-1.9
2015,12,12,1,0.1,-0.3
2015,12,13,0.1,9.7,-6
2015,12,14,2.5,24.1,-8.1
2015,12,15,6.4,8.2,-9.2
2015,12,16,0.3,1.2,-8.3
2015,12,17,10.4,19.3,-9.5
2015,12,18,1.2,0.7,-5.4
2015,12,19,5.3,2.2,-9.3
2015,12,20,0.9,1.1,-12.4
2015,12,21,1,9.2,-12.8
2015,12,22,2.5,8.1,-12.4
2015,12,23,2.7,16.1,-10.2
2015,12,24,3.3,3.4,-5
2015,12,25,0,0,-2.3
2015,12,26,0,9.3,-8
2015,12,27,2.5,7.2,-13.6
2015,12,28,0.6,8.1,-18.3
2015,12,29,0,56.7,-18.6
2015,12,30,1.4,5,-21.7
2015,12,31,0.5,1.7,-11.5
2016,1,1,1.9,3.3,-14.2
2016,1,2,1.2,6.7,-10.7
2016,1,3,1.6,8.4,-15.5
2016,1,4,1,0.7,-19.3
2016,1,5,0,0.4,-19.6
2016,1,6,0.2,0.5,-14.2
2016,1,7,0,0,-10.8
2016,1,8,0.3,0.4,-16.2
2016,1,9,0,3.5,-18.3
2016,1,10,11.7,30.1,-9.3
2016,1,11,1.2,0.6,-8.7
2016,1,12,0.3,9.3,-18.8
2016,1,13,5.8,24.5,-20.4
2016,1,14,0.7,1,-17.2
2016,1,15,0,0.9,-18.4
2016,1,16,0.3,2.2,-20.6
2016,1,17,0.5,2.3,-12.7
2016,1,18,1.5,8.4,-14.4
2016,1,19,0.6,7.2,-13.7
2016,1,20,0,0,-11.5
2016,1,21,0,0,-15.2
2016,1,22,0,0,-15.5
2016,1,23,0,0,-18.6
2016,1,24,0,0,-20.6
2016,1,25,0,0.2,-16.9
2016,1,26,1.8,9.9,-17
2016,1,27,0.3,0.2,-14
2016,1,28,0.6,3.3,-16.7
2016,1,29,0,1.8,-11.7
2016,1,30,0.2,0.4,-9.9
2016,1,31,3.3,5.9,-10.3
2016,2,1,6.8,2.9,-2.8
2016,2,2,0,6.1,-17.9
2016,2,3,8.6,32.2,-18.8
2016,2,4,0.5,0.4,-12.7
2016,2,5,0,0.3,-13.9
2016,2,6,2.3,4.7,-16
2016,2,7,1.4,0.2,-18.1
2016,2,8,0,1.3,-17.7
2016,2,9,3.6,4.5,-16
2016,2,10,0.5,6.2,-13.2
2016,2,11,0.2,3,-16.6
2016,2,12,0,6.2,-23
2016,2,13,0,1.1,-26
2016,2,14,0.6,0.1,-27.6
2016,2,15,1.6,5,-25.1
2016,2,16,20.8,57.6,-18.8
2016,2,17,0.1,4,-6.9
2016,2,18,0,0.4,-16.2
2016,2,19,0,15.7,-19.9
2016,2,20,3.4,13.7,-12.6
2016,2,21,1,0.2,-6.1
2016,2,22,0,0,-18.9
2016,2,23,0,1.1,-20.6
2016,2,24,30.2,149.6,-18.8
2016,2,25,30.5,13.1,-8.2
2016,2,26,0.9,1.5,-11.1
2016,2,27,2,6.7,-18.2
2016,2,28,3.3,24.9,-16.8
2016,2,29,7.4,16.4,-19.5
2016,3,1,2.3,43.9,-18.2
2016,3,2,14.1,23.7,-22.4
2016,3,3,0.4,0.6,-22.7
2016,3,4,0,0.1,-23.6
2016,3,5,0.2,0.2,-22.6
2016,3,6,0,3.5,-17.1
2016,3,7,1.8,5.5,-17.5
2016,3,8,1.4,13.3,-12.4
2016,3,9,0.5,20.5,-14.1
2016,3,10,0,0.4,-10.5
2016,3,11,0,0,-11
2016,3,12,11.3,1,-12.1
2016,3,13,0.2,0,-9.6
2016,3,14,0.1,4.5,-16.7
2016,3,15,2.1,5.7,-10.5
2016,3,16,0.1,3.1,-6
2016,3,17,1.2,9.3,-13.8
2016,3,18,0.1,0.3,-16.2
2016,3,19,0.6,0.1,-18.3
2016,3,20,0,0.1,-16.9
2016,3,21,8.3,1.5,-16.3
2016,3,22,0.2,2.7,-13.5
2016,3,23,0,0.1,-16.1
2016,3,24,2.8,53.7,-19.2
2016,3,25,3.6,9.1,-15.2
2016,3,26,0,0,-12.9
2016,3,27,0,0.6,-10.3
2016,3,28,14.8,54.7,-4.2
2016,3,29,5.7,0.8,-6.4
2016,3,30,0.3,2.4,-11.2
2016,3,31,5.4,36,-1.8
2016,4,1,3.8,4,-0.4
2016,4,2,0.6,2.1,-2.7
2016,4,3,0.5,0,-11.1
2016,4,4,0,0,-19.6
2016,4,5,0.5,0,-19.8
2016,4,6,0.2,37.1,-18.1
2016,4,7,25.8,43.2,-11.5
2016,4,8,1.3,2.5,-0.8
2016,4,9,0.4,0.1,-1.9
2016,4,10,0,0.6,-11.3
2016,4,11,3.8,24.3,-12.6
2016,4,12,13.7,1.6,-4.8
2016,4,13,0,0,-2.6
2016,4,14,0,0,-6.5
2016,4,15,0,0,-8.1
2016,4,16,0,0,-6.8
2016,4,17,0,0.2,-2.1
2016,4,18,0,3.4,-4.1
2016,4,19,0,0,-6.4
2016,4,20,0,0,-5.2
2016,4,21,0,0.8,-1.2
2016,4,22,0.3,4,1.4
2016,4,23,0.3,0.1,-1.2
2016,4,24,0,0,-7.3
2016,4,25,0.2,0,-9
2016,4,26,0,0,-10.2
2016,4,27,0.2,0.2,-8.2
2016,4,28,0.1,0,-12.9
2016,4,29,0,0,-8
2016,4,30,0,0,-4.5
2016,5,1,0,2.8,-4.2
2016,5,2,2.6,1.5,-3.1
2016,5,3,0.3,0.1,0.1
2016,5,4,0,0.1,-1.3
2016,5,5,0,0,-1.9
2016,5,6,0.1,0.1,0.4
2016,5,7,6.1,7,-0.8
2016,5,8,6.6,11.5,4.3
2016,5,9,4.2,4.9,-1.7
2016,5,10,0.2,0,-0.8
2016,5,11,0,0,-2.6
2016,5,12,0,0.8,-0.9
2016,5,13,3.7,9.7,-1.1
2016,5,14,12.5,15.5,2.5
2016,5,15,11,6.9,1.5
2016,5,16,2.2,3.4,1.2
2016,5,17,0.1,0,0.7
2016,5,18,0,0,3.2
2016,5,19,0,1.4,1
2016,5,20,0,0,2.7
2016,5,21,0,0.2,7.6
2016,5,22,0,0.3,5.7
2016,5,23,0,0,1.8
2016,5,24,0,0.1,4.6
2016,5,25,3.8,4.8,11
2016,5,26,0,3.1,5
2016,5,27,2,12.1,0.6
2016,5,28,0.2,11.2,3.7
2016,5,29,6.4,69.7,1.1
2016,5,30,0.4,7.7,7.4
2016,5,31,0,3.7,10.1
2016,6,1,0,0.2,3.7
2016,6,2,15.9,21.2,-0.4
2016,6,3,0.1,5,5.1
2016,6,4,0,0.4,7.9
2016,6,5,8.9,54.8,6.1
2016,6,6,6.6,11.1,5.2
2016,6,7,19.9,14.3,6.4
2016,6,8,23.1,10.6,6.3
2016,6,9,4.5,6.4,3.9
2016,6,10,0,0.4,4.3
2016,6,11,0,7.5,5.5
2016,6,12,14.5,19.2,7
2016,6,13,24.3,14.7,6
2016,6,14,8.7,0.8,4.7
2016,6,15,1.6,0.1,3
2016,6,16,0,0,3.5
2016,6,17,0,0.2,2.2
2016,6,18,0,0,4.8
2016,6,19,0.9,2.2,12.8
2016,6,20,0,23.1,14.9
2016,6,21,0.2,1.5,13.9
2016,6,22,0.2,4.2,6.9
2016,6,23,0.9,0.4,6.4
2016,6,24,0,0.1,2.9
2016,6,25,1.6,0.9,7.2
2016,6,26,0,2.4,11.9
2016,6,27,0,13.4,14.8
2016,6,28,12.9,63.9,16.1
2016,6,29,22.6,65.2,13.8
2016,6,30,0,0.1,12.7
2016,7,1,1.3,11.7,9.6
2016,7,2,9.5,10.5,11.5
2016,7,3,3.7,1.7,8.9
2016,7,4,0.1,12.8,8.6
2016,7,5,0.5,3.7,10.7
2016,7,6,0,11.1,6.8
2016,7,7,9,51.1,4.8
2016,7,8,0,10.7,6.5
2016,7,9,0,23.7,6
2016,7,10,0,2,8
2016,7,11,2.5,2.6,7
2016,7,12,0,1.2,9.1
2016,7,13,3.5,8.1,8.9
2016,7,14,16.8,67.9,15
2016,7,15,4.7,34.1,17.6
2016,7,16,0,0.4,9.6
2016,7,17,0,7.1,5.8
2016,7,18,8.1,67.4,11.2
2016,7,19,0,0.3,9
2016,7,20,0,0,7.6
2016,7,21,8.5,25.9,10
