Site,site_Treatment, LON (NAD83 MTM (Modified Transverse Mercator) zone 6),LAT (NAD83 MTM (Modified Transverse Mercator) zone 6),LON E,LAT N
2011,6,29,12.3,17.4,10.5
2011,6,30,6.1,7.9,11
2011,7,1,0,0.1,8
2011,7,2,0,0.5,9.8
2011,7,3,6.3,44.4,15.1
2011,7,4,1.3,0.7,15.6
2011,7,5,0.3,2.2,8.1
2011,7,6,39.4,54,10.3
2011,7,7,4.8,1.1,10.9
2011,7,8,1.7,13.6,7
2011,7,9,6.7,0.9,12.3
2011,7,10,0,6.5,8.2
2011,7,11,4,81.6,12.9
2011,7,12,1.1,19.1,14.8
2011,7,13,0,3.7,9.2
2011,7,14,0,0.1,6.5
2011,7,15,0,1.8,7.5
2011,7,16,0,0.2,9.7
2011,7,17,9.8,38.5,12.7
2011,7,18,0,0.5,14.7
2011,7,19,0,0.5,9.4
2011,7,20,8.1,24.1,6.4
2011,7,21,17.1,132,9.5
2011,7,22,0,1.7,10.3
2011,7,23,17.5,13.8,12.1
2011,7,24,0,0,9.3
2011,7,25,0,67.1,8.1
2011,7,26,2.8,73.7,11.8
2011,7,27,0.4,0.3,11.6
2011,7,28,0,0.1,7.5
2011,7,29,8.7,35.7,13.6
2011,7,30,0,0.4,15
2011,7,31,0,21.8,8.3
2011,8,1,6.4,76.1,9.3
2011,8,2,1.6,8.7,14.3
2011,8,3,0.7,2.1,11.2
2011,8,4,0,0.3,11.9
2011,8,5,0,14.3,10.5
2011,8,6,8.9,44.3,12.2
2011,8,7,18.2,80.6,14
2011,8,8,0.2,2.8,13
2011,8,9,0,64.5,8.4
2011,8,10,11.2,70.1,9.9
2011,8,11,5.5,22.8,12.3
2011,8,12,0.7,1.1,12.3
2011,8,13,0.6,32.6,7.7
2011,8,14,0.2,89.4,13.6
2011,8,15,3.1,27.3,10.2
2011,8,16,4.4,23,13.8
2011,8,17,0,1.4,6.7
2011,8,18,0,36.3,8.2
2011,8,19,0.3,3,11.6
2011,8,20,0,31.3,12.2
2011,8,21,24.6,110.6,14.4
2011,8,22,4.2,7.3,13
2011,8,23,0,0.7,8.3
2011,8,24,0.1,4.4,5.4
2011,8,25,1.6,42.7,14.6
2011,8,26,0,0.7,12.9
2011,8,27,0,6,8.2
2011,8,28,34.1,136.7,10.7
2011,8,29,1.8,0.8,11.2
2011,8,30,5.5,10.6,5
2011,8,31,0,0.1,7.6
2011,9,1,0,0.4,6.6
2011,9,2,3.4,21.6,7.2
2011,9,3,0,52.9,13.3
2011,9,4,20.7,90,6.7
2011,9,5,41.9,70.1,11.4
2011,9,6,2.4,0.9,9.2
2011,9,7,0,1.2,5.5
2011,9,8,0,0,9.6
2011,9,9,0,0,7.1
2011,9,10,0,0,4.6
2011,9,11,0.3,0.4,1
2011,9,12,0,30.6,7.8
2011,9,13,15.2,91.9,2.9
2011,9,14,0,3.6,6.8
2011,9,15,14.6,8.5,4.2
2011,9,16,0.7,0.4,2.7
2011,9,17,0,0,3.8
2011,9,18,0,0,-0.1
2011,9,19,0,3.7,1.2
2011,9,20,0.3,0.8,2.7
2011,9,21,0,3.5,6.6
2011,9,22,4.4,16.7,4.5
2011,9,23,0,5.4,11.7
2011,9,24,0,0.2,8.2
2011,9,25,0,0,7.3
2011,9,26,0,0,8.3
2011,9,27,0,0.2,2
2011,9,28,0,6.1,-0.2
2011,9,29,5.8,54.1,10.2
2011,9,30,0,3,10.7
2011,10,1,0,15.9,4.4
2011,10,2,0,55.8,3.5
2011,10,3,0.7,1.6,3.7
2011,10,4,1,1,5
2011,10,5,0.2,0.7,1.4
2011,10,6,0,0,-1.8
2011,10,7,0,0,-7.5
2011,10,8,0,0,0.2
2011,10,9,0.1,0,11.5
2011,10,10,0,0,6.1
2011,10,11,0,0,-1.2
2011,10,12,0,0.4,-2.3
2011,10,13,1.3,7.4,3.2
2011,10,14,9.6,96,7.3
2011,10,15,7.7,16.3,7.9
2011,10,16,2,5.1,5.4
2011,10,17,4.1,7,1.3
2011,10,18,2.9,1.1,0.6
2011,10,19,0,8.5,-0.7
2011,10,20,1.7,22.1,0.3
2011,10,21,1.4,1.4,5.5
2011,10,22,1.2,0.7,3.6
2011,10,23,0,0,4.2
2011,10,24,0.6,2.7,3
2011,10,25,6.3,3.5,-1.2
2011,10,26,0,0.1,1.4
2011,10,27,0.9,0.1,-1
2011,10,28,0.2,0.1,-2.9
2011,10,29,0.2,1,-1.8
2011,10,30,0.4,0.1,-2.9
2011,10,31,0,0,-4
2011,11,1,0,0.1,-4.9
2011,11,2,0,1.3,-3.1
2011,11,3,3.5,2.9,0.9
2011,11,4,0.9,0.2,-2.8
2011,11,5,0,0,-4.4
2011,11,6,0,0,-6
2011,11,7,0.1,0,-3
2011,11,8,0,0.5,-0.6
2011,11,9,0.3,1,-1.6
2011,11,10,22.5,31.3,2.1
2011,11,11,6.7,1.1,0.2
2011,11,12,0.5,2.2,-2.4
2011,11,13,0,1.5,-1.7
2011,11,14,12.4,8.8,2.6
2011,11,15,3.3,0.3,2
2011,11,16,0,0.4,-2.5
2011,11,17,0,2.1,-1.4
2011,11,18,1,1.2,-6.1
2011,11,19,1.4,1.8,-7.8
2011,11,20,2.5,2.1,-2.5
2011,11,21,0,0,-9.6
2011,11,22,0,3.7,-14.1
2011,11,23,0,4.4,-13.1
2011,11,24,0,0.8,-14.8
2011,11,25,0.1,0.9,-4.3
2011,11,26,0,0.9,-3.5
2011,11,27,17.1,22.4,-6.6
2011,11,28,4.1,3.1,-5.1
2011,11,29,4.4,59.5,-6
2011,11,30,7.6,4.2,-1
2011,12,1,0,0.5,-5.3
2011,12,2,0.4,2.3,-9.4
2011,12,3,0,0.6,-9.7
2011,12,4,0.8,5.2,-6.9
2011,12,5,5.7,11.6,0.6
2011,12,6,2.5,1.3,-4.9
2011,12,7,9.5,5.6,-5.3
2011,12,8,3.9,2.2,-7.4
2011,12,9,1.3,11.9,-13.4
2011,12,10,1,0.9,-10.9
2011,12,11,0.3,1.1,-18.2
2011,12,12,2.3,0.4,-12.9
2011,12,13,0.2,0.7,-5.1
2011,12,14,0.1,13.2,-12.2
2011,12,15,24.1,61.1,-6.3
2011,12,16,1,0.7,-8.1
2011,12,17,0.2,0,-15.3
2011,12,18,0,1.8,-19.5
2011,12,19,7.8,6.4,-21.7
2011,12,20,0.3,0,-13.7
2011,12,21,0,8.8,-16.7
2011,12,22,0.1,3.7,-9.2
2011,12,23,3.1,5.9,-14.4
2011,12,24,0,0.3,-22.1
2011,12,25,1.3,5.8,-26.4
2011,12,26,0,0,-15
2011,12,27,9.9,31.3,-13.8
2011,12,28,9.2,14.3,-4.9
2011,12,29,2.3,1.1,-17.7
2011,12,30,0.2,1.7,-17.6
2011,12,31,11,3.5,-19.9
2012,1,1,4.4,9.1,-6.9
2012,1,2,3.2,1.6,-6.1
2012,1,3,0.4,0.1,-18.4
2012,1,4,0.5,4.3,-17.9
2012,1,5,2.4,1,-18.3
2012,1,6,0.3,2.5,-18.6
2012,1,7,4.7,6.7,-19
2012,1,8,0.2,1.6,-13.8
2012,1,9,0.3,3,-20
2012,1,10,2.8,1.1,-14.2
2012,1,11,0.1,0.1,-24.6
2012,1,12,2.8,15.8,-31.1
2012,1,13,7.4,39.3,-13.6
2012,1,14,0.3,0.2,-19.1
2012,1,15,0,0,-24
2012,1,16,0,0.4,-24
2012,1,17,3.9,26.8,-14.1
2012,1,18,2.8,1.8,-12.9
2012,1,19,0,10.4,-23.6
2012,1,20,5.1,2.3,-24.2
2012,1,21,0.4,0.1,-23.6
2012,1,22,0,0,-28.4
2012,1,23,4.1,14.9,-19.6
2012,1,24,1.8,1.3,-7.2
2012,1,25,0.5,0.1,-10.2
2012,1,26,0,7,-16.1
2012,1,27,17.8,36.1,-19.3
2012,1,28,1.2,5.4,-10.2
2012,1,29,3.4,2.4,-13.5
2012,1,30,0.2,0.2,-16
2012,1,31,0,13,-22.2
2012,2,1,6,8.1,-23.9
2012,2,2,0.5,0.3,-18.9
2012,2,3,1.4,2,-26.6
2012,2,4,0.3,0.1,-18.9
2012,2,5,3.2,1.4,-21.7
2012,2,6,6.2,1.1,-17
2012,2,7,0,0,-14.5
2012,2,8,0,0,-23.3
2012,2,9,0,0,-17
2012,2,10,0.8,1.5,-15.5
2012,2,11,0,0.7,-16.2
2012,2,12,0.3,0.2,-21.7
2012,2,13,0,0,-27.1
2012,2,14,0,0.5,-25.9
2012,2,15,0,0.3,-13.2
2012,2,16,0,5.7,-5
2012,2,17,6.1,1.5,-5.1
2012,2,18,3.9,0.7,-6.3
2012,2,19,0.8,0,-12.3
2012,2,20,0,0,-17.2
2012,2,21,0,1.2,-19.8
2012,2,22,1.9,6.6,-11.5
2012,2,23,3.9,1.8,-6.6
2012,2,24,16.7,50.4,-5.7
2012,2,25,14.4,21.4,-4.7
2012,2,26,0.3,0.2,-11.4
2012,2,27,0.7,6.5,-19.1
2012,2,28,1.4,0.3,-17.4
2012,2,29,0,2.3,-19.7
2012,3,1,0,10.4,-25.9
2012,3,2,0,8.3,-23.4
2012,3,3,8.4,8.5,-12.6
2012,3,4,2.2,5.8,-7.1
2012,3,5,3.6,0.8,-13.6
2012,3,6,0,2.1,-22
2012,3,7,0,0.8,-19.4
2012,3,8,10.1,32.6,-6.3
2012,3,9,0,0.2,-8.2
2012,3,10,0,0.2,-16.6
2012,3,11,1.4,0.1,-19.8
2012,3,12,0,1.9,-11.6
2012,3,13,6.3,15.8,-11
2012,3,14,0.7,3.7,-8.2
2012,3,15,0,6.5,-8.6
2012,3,16,5.2,7.9,-10
2012,3,17,0.7,9.4,-5.7
2012,3,18,0,1.2,0.6
2012,3,19,0,0.1,-4.2
2012,3,20,0,0,-3.1
2012,3,21,0,0,4
2012,3,22,0,0.4,6.1
2012,3,23,0,0,-5.9
2012,3,24,0,2.7,-10
2012,3,25,5,2.1,-11.4
2012,3,26,5.6,2.1,-8.6
2012,3,27,0,2.1,-14.2
2012,3,28,0.1,9.8,-14.5
2012,3,29,0,0.6,-8.5
2012,3,30,0,0,-8.5
2012,3,31,0,0,-7
2012,4,1,0,2.3,-10.8
2012,4,2,0,0,-10.4
2012,4,3,0,0.5,-6.3
2012,4,4,1.3,0.7,-7.2
2012,4,5,0.4,0.1,-2.1
2012,4,6,0,0,-4.6
2012,4,7,0.9,0.3,-6.5
2012,4,8,5.3,3.9,-3.5
2012,4,9,2.1,9.7,-2.2
2012,4,10,0.2,5.8,-2.2
2012,4,11,0,1.7,-3.5
2012,4,12,0,0.1,-3.1
2012,4,13,0,0,-7.1
2012,4,14,0,0,-4.9
2012,4,15,0.6,0.5,-2.8
2012,4,16,0.4,4.6,2.4
2012,4,17,0,0,7.4
2012,4,18,0,0.1,-2.4
2012,4,19,0,0.1,-5.6
2012,4,20,11.1,16.4,-2.4
2012,4,21,21.2,29.5,-1.2
2012,4,22,5.3,34.4,-2.7
2012,4,23,31.2,83.1,-2.8
2012,4,24,1.4,3.7,0.2
2012,4,25,0.2,0.8,0.1
2012,4,26,5.5,7.4,0
2012,4,27,38.8,12.3,-1.1
2012,4,28,1.4,0.3,-5.8
2012,4,29,0,0,-9.4
2012,4,30,0,1.3,-5.6
2012,5,1,0,0.8,-2.8
2012,5,2,0,0.2,0
2012,5,3,0,1.6,-0.7
2012,5,4,12.6,2.2,3.1
2012,5,5,0.2,0,1.8
2012,5,6,0,0,-3.1
2012,5,7,0,5.5,-2.5
2012,5,8,1.2,11.8,0.4
2012,5,9,10.3,20.8,4.5
2012,5,10,23.8,13.4,3.7
2012,5,11,3.3,0.4,1.5
2012,5,12,0.7,2.7,-0.3
2012,5,13,0.1,0.5,2.2
2012,5,14,0,0.1,2.8
2012,5,15,7.2,22.7,6.2
2012,5,16,8.3,23.9,10.1
2012,5,17,0,0.1,6.1
2012,5,18,1.2,0.1,0.9
2012,5,19,0,0,1.5
2012,5,20,0,0,2.9
2012,5,21,0.4,37.2,8.4
2012,5,22,14.7,123.3,12.3
2012,5,23,0,0,7.5
2012,5,24,0,0,6
2012,5,25,1.4,30.7,13.4
2012,5,26,0,0,11.5
2012,5,27,0,0.4,0.6
2012,5,28,0,46.3,0
2012,5,29,9.8,145,1.1
2012,5,30,3.5,1.5,2.7
2012,5,31,7,1.3,5.2
2012,6,1,0,16.1,4.6
2012,6,2,0,87.9,4.5
2012,6,3,0,14.2,5.5
2012,6,4,0,0.2,4.2
2012,6,5,0.3,1,3.7
2012,6,6,0,1.5,5.7
2012,6,7,0,6.2,2.8
2012,6,8,6.8,33,5.5
2012,6,9,10.9,0.6,7.7
2012,6,10,0,3.9,6.9
2012,6,11,0,0.8,6.3
2012,6,12,0,35.3,12
2012,6,13,9.6,2.5,12
2012,6,14,0,0,6
2012,6,15,0,0,4.3
2012,6,16,0,0,5.4
2012,6,17,0,0.9,7.7
2012,6,18,0,0.2,9.7
2012,6,19,0.3,1.9,9.3
2012,6,20,0,19.9,13.6
2012,6,21,0.8,4.2,9.1
2012,6,22,17.8,21.6,12.2
2012,6,23,0.9,8,12.2
2012,6,24,5,34.5,10.7
2012,6,25,7.8,82.6,8.9
2012,6,26,15.1,100,12
2012,6,27,13.1,25.3,11.4
2012,6,28,1.8,4.9,10.7
2012,6,29,2.9,35,8.5
2012,6,30,0.1,52,11.7
2012,7,1,0.4,0.6,13.5
2012,7,2,0,7,10.2
2012,7,3,0,5.7,11.9
2012,7,4,0.2,74.9,10.7
2012,7,5,0,0,13.9
2012,7,6,5,3.5,12.8
2012,7,7,0.4,0.2,14.1
2012,7,8,0.3,0.1,11.5
2012,7,9,0.2,0,10.3
2012,7,10,0,0,6.2
2012,7,11,0,0.9,5.5
2012,7,12,2.5,7.9,12.3
2012,7,13,23.7,17.2,12.9
2012,7,14,0,0.4,12.8
2012,7,15,0.1,76.9,12.3
2012,7,16,0,36.7,16.3
2012,7,17,6.5,29.5,9.4
2012,7,18,0,0.5,13.3
2012,7,19,8.2,0.9,7
2012,7,20,0,0,6.7
2012,7,21,0,1.4,8.2
2012,7,22,0,6.6,11.5
2012,7,23,12.4,74.4,11.6
2012,7,24,2.3,1.5,16.8
2012,7,25,0,0.3,8.8
2012,7,26,0.7,0.1,10.5
2012,7,27,0,0,12.5
2012,7,28,0,0.9,7.9
2012,7,29,0,0.9,7.5
2012,7,30,0,0.7,9.6
2012,7,31,0.2,16.3,13
2012,8,1,0,10.1,15.9
2012,8,2,4.6,1.6,12.8
2012,8,3,0.1,0.5,16.1
2012,8,4,0,2.2,9.4
2012,8,5,15.7,107.4,11.3
2012,8,6,0,0.3,17.5
2012,8,7,1.4,28.6,8.3
2012,8,8,0.7,12.2,13.9
2012,8,9,0,25.5,11.6
2012,8,10,23.1,98,10.5
2012,8,11,0.1,203.1,12.5
2012,8,12,4.7,21.2,14.9
2012,8,13,0,3.4,16.7
2012,8,14,3.2,13.1,13.8
2012,8,15,6,20.3,16.2
2012,8,16,8,17.8,14.3
2012,8,17,2.7,7.4,14.1
2012,8,18,0.5,0.1,15.4
2012,8,19,0,1.1,7.4
2012,8,20,2.6,1.3,9.5
2012,8,21,0.1,0.6,10
2012,8,22,0.2,2.4,6.7
2012,8,23,0.7,1,10.9
2012,8,24,0,0.3,10.2
2012,8,25,0,0.2,8.2
2012,8,26,0,1,14.5
2012,8,27,5.1,34,14.8
2012,8,28,4.3,0.9,11.7
2012,8,29,4.3,1.1,8.8
2012,8,30,19,21.1,8.7
2012,8,31,0.5,6.8,13.5
2012,9,1,0,0,7.4
2012,9,2,0,0,4.1
2012,9,3,0,0.2,5.1
2012,9,4,0,78.4,9.7
2012,9,5,2.1,7.4,13.7
2012,9,6,0.6,20.8,9.7
2012,9,7,0,20.8,11.7
2012,9,8,10.5,39.6,11.2
2012,9,9,0,0.2,12.7
2012,9,10,0,0,6.8
2012,9,11,0,0,3.7
2012,9,12,0,0,5.8
2012,9,13,0,1.3,10.8
2012,9,14,0,37.2,10.3
2012,9,15,18.7,5.9,10.2
2012,9,16,1.1,0.1,5.1
2012,9,17,0,2.6,2
2012,9,18,11.9,136.6,6.7
2012,9,19,4.6,0.4,6.6
2012,9,20,0.1,0.9,-1.4
2012,9,21,0.9,13.2,1.3
2012,9,22,2.5,5.5,7.2
2012,9,23,1.1,0.5,9.2
2012,9,24,0,0.6,0.9
2012,9,25,0,0.7,1.3
2012,9,26,1.4,22.1,4.3
2012,9,27,0,0,0.6
2012,9,28,0.2,2.4,-1.3
2012,9,29,0.2,3.9,2.6
2012,9,30,7,94.2,7.8
2012,10,1,5.6,1.5,8.1
2012,10,2,0.2,0,7.3
2012,10,3,0,0.6,3.9
2012,10,4,7.3,13.3,1.4
2012,10,5,1.9,15.1,6.8
2012,10,6,25.1,16.8,7.6
2012,10,7,1.5,0.6,2.3
2012,10,8,0,0.1,-1.4
2012,10,9,0,0.2,-3.1
2012,10,10,27.8,19.6,-1.3
2012,10,11,0.8,5,0.9
2012,10,12,0.5,0.5,-3.2
2012,10,13,0,3.8,-3.1
2012,10,14,7.3,31.9,-4.6
2012,10,15,19.9,8.5,-1.5
2012,10,16,9.7,2,2.3
2012,10,17,0,0.1,0
2012,10,18,0,1.5,-3.5
2012,10,19,7.2,93.1,2.5
2012,10,20,6.4,17.8,6.2
2012,10,21,6.1,4.3,6.3
2012,10,22,1.5,0.1,2.6
2012,10,23,0,0,0.5
2012,10,24,0,0,-3.6
2012,10,25,0,0.2,-7.3
2012,10,26,0,0.3,-0.7
2012,10,27,0,3.9,1.1
2012,10,28,0,1.5,2.1
2012,10,29,0.1,12.8,5.3
2012,10,30,22.5,55.3,8
2012,10,31,2.7,37.7,7.8
2012,11,1,6.3,2.6,5.9
2012,11,2,0.5,2.5,4.6
2012,11,3,3.3,5.2,2.9
2012,11,4,1.3,0.2,-2.1
2012,11,5,1.6,0.6,-4.4
2012,11,6,0,0.1,-7.1
2012,11,7,0,0,-7.3
2012,11,8,1.3,1,-7.2
2012,11,9,0.2,0,-2.7
2012,11,10,0,0.3,-5.8
2012,11,11,0,0.5,-6.6
2012,11,12,0.4,9.7,-3.6
2012,11,13,8.6,1.9,-0.6
2012,11,14,0,0,-4.8
2012,11,15,0,0,-8
2012,11,16,0,0,-6.6
2012,11,17,0,0,-8.2
2012,11,18,0,0,-10.3
2012,11,19,0,0,-7.5
2012,11,20,0,0,-4.8
2012,11,21,0,0,-4
2012,11,22,0,0.1,-3
2012,11,23,0,4.2,-1
2012,11,24,9.4,2.6,0
2012,11,25,3.8,1.6,-6.7
2012,11,26,0.4,0.6,-8.5
2012,11,27,0.7,0.4,-13.5
2012,11,28,1.1,2.4,-15.8
2012,11,29,1.9,4.2,-14.7
2012,11,30,0,0.2,-16.3
2012,12,1,1.2,1.5,-15.7
2012,12,2,15.7,19.8,-15.6
2012,12,3,1.6,1,-2.2
2012,12,4,10.9,14.8,-6
2012,12,5,3.1,0.6,-3.4
2012,12,6,0,0,-9.1
2012,12,7,0,0.9,-12.5
2012,12,8,6.8,7.3,-6
2012,12,9,0.3,10.1,-11.2
2012,12,10,13.3,31.2,-13.4
2012,12,11,0.5,0.2,-11.4
2012,12,12,0.3,0.3,-15.3
2012,12,13,2.4,2.8,-14.7
2012,12,14,15.3,5.7,-11.2
2012,12,15,1,0.1,-16.3
2012,12,16,0,11.5,-18.8
2012,12,17,0.1,24.2,-15
2012,12,18,0.2,80,-4.5
2012,12,19,0,4.2,-3.8
2012,12,20,0,16.9,-6.5
2012,12,21,8.1,56.2,-7.1
2012,12,22,2.9,13.1,-4.1
2012,12,23,0.3,2.8,-12.5
2012,12,24,0.4,0.1,-15.6
2012,12,25,0.3,0.1,-14.6
2012,12,26,0,16.3,-11.8
2012,12,27,6.4,110.1,-11.1
2012,12,28,3.6,2.4,-8.5
2012,12,29,1.9,8.6,-10.7
2012,12,30,19.6,20.2,-10.7
2012,12,31,2.7,4.8,-15.2
2013,1,1,1.7,1.4,-17.1
2013,1,2,2,0.9,-20.6
2013,1,3,0,3.7,-18.1
2013,1,4,1.9,13.9,-20.3
2013,1,5,0.2,1.3,-17.8
2013,1,6,0.6,7.1,-21.2
2013,1,7,0.2,0.4,-25.8
2013,1,8,0,0.1,-25.2
2013,1,9,3,4.5,-11.3
2013,1,10,0,0,-6.9
2013,1,11,0.1,1.2,-14.7
2013,1,12,0.5,0.5,-12.8
2013,1,13,0.8,7,-4.9
2013,1,14,2.5,0.7,-3.3
2013,1,15,0,0.1,-17
2013,1,16,0.2,1.7,-18
2013,1,17,0.8,0.2,-23.3
2013,1,18,1.6,3.6,-30.2
2013,1,19,2,26.3,-24.1
2013,1,20,7.5,10.9,-20.6
2013,1,21,0,0.4,-22.5
2013,1,22,0.6,0.2,-28.2
2013,1,23,1.8,0.5,-29
2013,1,24,4,0.6,-25.9
2013,1,25,0.5,0,-23.8
2013,1,26,0,0,-21.6
2013,1,27,0.1,0.1,-19.2
2013,1,28,1.8,3.3,-22.4
2013,1,29,1.4,5.7,-15.4
2013,1,30,23.4,46.5,-13.2
2013,1,31,9.9,8.8,-1
2013,2,1,0,0,-17.9
2013,2,2,0.3,1.4,-25.2
2013,2,3,0.9,2.4,-26.7
2013,2,4,2.2,1.6,-16.6
2013,2,5,0.2,0.8,-23.6
2013,2,6,3.6,2,-23.8
2013,2,7,0,2,-28.1
2013,2,8,0,17,-28.2
2013,2,9,0,0.7,-26.9
2013,2,10,0,0.1,-15.5
2013,2,11,3.5,9.2,-17.9
2013,2,12,2.6,1.9,-7.4
2013,2,13,0,0.1,-6
2013,2,14,0.4,1.1,-10.4
2013,2,15,0.9,3.8,-13
2013,2,16,4.3,0.9,-5.2
2013,2,17,15.4,15.8,-8.1
2013,2,18,13,8.1,-8.4
2013,2,19,0.2,19.9,-12.1
2013,2,20,11.6,57.7,-9.1
2013,2,21,0.2,3.8,-5.2
2013,2,22,0,0,-10.5
2013,2,23,0,10.8,-18.9
2013,2,24,0,1.1,-12.7
2013,2,25,0,0.1,-21.8
2013,2,26,0,0,-14.7
2013,2,27,0,36.5,-12.6
2013,2,28,0,9,-11.1
2013,3,1,9.4,2.7,-5.7
2013,3,2,6.9,5.2,-4.6
2013,3,3,4.2,9.5,-3.2
2013,3,4,0.1,6.1,-1.1
2013,3,5,0,0.3,-2.4
2013,3,6,0,0,-4.5
2013,3,7,0,0,-5.9
2013,3,8,0,0,-10.4
2013,3,9,0,0,-10.6
2013,3,10,0.2,0.5,-9.1
2013,3,11,0.4,11.9,-4.1
2013,3,12,5.2,37.5,0.1
2013,3,13,7,3.9,1.4
2013,3,14,0.1,1.6,-3.9
2013,3,15,0,1.1,-12
2013,3,16,0,0,-14.1
2013,3,17,0.2,0.2,-18.5
2013,3,18,0,8.8,-19.6
2013,3,19,1.6,66.6,-19.8
2013,3,20,6.7,14.1,-11.7
2013,3,21,2.7,1.9,-8.2
2013,3,22,5.6,15.7,-10.7
2013,3,23,5.9,2.8,-5.4
2013,3,24,1,0.2,-7.3
2013,3,25,0.7,0.1,-5.6
2013,3,26,3.9,1.6,-5.1
2013,3,27,0.2,2.2,-1.5
2013,3,28,0,0.4,-2.2
2013,3,29,0,0,-8.5
2013,3,30,0,0.1,-11
2013,3,31,0,6.2,-8.5
2013,4,1,5.2,4.2,-2.4
2013,4,2,1.5,4.1,-11.2
2013,4,3,1.7,1,-15.5
2013,4,4,0.9,2.4,-8.8
2013,4,5,3.1,2.2,-3.7
2013,4,6,0,0.5,-10.1
2013,4,7,6.4,5.6,-14.3
2013,4,8,0.2,9.7,-4.7
2013,4,9,5.7,2.2,-7.6
2013,4,10,0,0,-2.8
2013,4,11,0,0.2,-7.4
2013,4,12,3.6,28.8,-7.9
2013,4,13,5.2,13.8,-2.6
2013,4,14,1.2,0.7,-1.9
2013,4,15,0,1.1,-5.6
2013,4,16,9.6,21.3,-1.8
2013,4,17,0,0,-0.1
2013,4,18,29.9,29.8,-7.6
2013,4,19,8.3,12.3,-2.5
2013,4,20,0.9,0.7,1.5
2013,4,21,0,0,-7.4
2013,4,22,0,0,-9.2
2013,4,23,0,0.2,-4.3
2013,4,24,1.3,6.3,0
2013,4,25,0.3,0.4,2.9
2013,4,26,0,0,-5
2013,4,27,0,0,-5.2
2013,4,28,0,0,-1.9
2013,4,29,0,0.2,0.4
2013,4,30,0,0,1.7
2013,5,1,0,0.2,2.4
2013,5,2,0,0.2,1.7
2013,5,3,0,0,-1.2
2013,5,4,0,0,-0.4
2013,5,5,0,0,3.3
2013,5,6,0,0,6.9
2013,5,7,0,0,9
2013,5,8,0,1.8,3.1
2013,5,9,8.4,55.1,7.9
2013,5,10,6.1,39.3,6.1
2013,5,11,8.9,36.4,2
2013,5,12,16.3,3.4,3.4
2013,5,13,0,3,3
2013,5,14,0,0.2,-1.9
2013,5,15,4.1,4.3,-1.7
2013,5,16,7.8,2.6,3.1
2013,5,17,0.4,0.4,1.3
2013,5,18,0,0,-2
2013,5,19,0,16.1,-3.7
2013,5,20,1,6.5,3.4
2013,5,21,0,7,5.1
2013,5,22,21.3,79.7,2.2
2013,5,23,13.8,66.7,5
2013,5,24,11.4,33.2,5.4
2013,5,25,21.6,50.5,2.5
2013,5,26,10.2,4.5,2.5
2013,5,27,1.3,0,1.6
2013,5,28,0,0.2,-1.9
2013,5,29,2.4,51,1
2013,5,30,1.3,6.7,9.6
2013,5,31,9.3,100.8,10.4
2013,6,1,27.3,48.1,5.3
2013,6,2,1.6,27.7,4.7
2013,6,3,2.6,0.5,5.9
2013,6,4,3.9,0.4,4.6
2013,6,5,0,0,3.5
2013,6,6,0,11.2,-2.4
2013,6,7,0,7.2,2.8
2013,6,8,4.2,7.4,7.2
2013,6,9,6.7,2.7,6.3
2013,6,10,0,9.6,4.4
2013,6,11,0,25.5,6.7
2013,6,12,0,20.9,9.8
2013,6,13,0,1.5,2.2
2013,6,14,1,1.4,7.2
2013,6,15,0,0.6,5.1
2013,6,16,0.5,10.4,1.6
2013,6,17,12.7,3.6,4.4
2013,6,18,0.5,0.7,7.4
2013,6,19,0,0.1,5.1
2013,6,20,0.6,0.4,4.4
2013,6,21,0,3.4,9.7
2013,6,22,0,6.7,5.2
2013,6,23,0,74.3,9.8
2013,6,24,2,47.4,12.5
2013,6,25,5.6,19,9.3
2013,6,26,9.4,53.6,5.7
2013,6,27,0.4,7,6
2013,6,28,18.2,65.4,5.8
2013,6,29,9,18.5,8.3
2013,6,30,0,0.3,11.5
2013,7,1,0,2.3,10.6
2013,7,2,0,1.2,5.7
2013,7,3,0,0.3,8.9
2013,7,4,0,45.1,13.9
2013,7,5,0,5.9,18.5
2013,7,6,0,1.3,16.1
2013,7,7,0,28.6,15.8
2013,7,8,0,0.2,6.4
2013,7,9,0.1,7.9,7
2013,7,10,1.6,57.7,14
2013,7,11,0,0,15.8
2013,7,12,0,0,6.2
2013,7,13,0,0,10.4
2013,7,14,0,0,13.8
2013,7,15,0,0,16.4
2013,7,16,0,2.6,12.9
2013,7,17,2.7,81.7,10.4
2013,7,18,0.1,72.8,13.4
2013,7,19,7.9,83.1,10
2013,7,20,10.8,22.2,16
2013,7,21,0,0,6.8
2013,7,22,0,0.8,5.8
2013,7,23,3,41.3,10.1
2013,7,24,1.5,0.4,12.7
2013,7,25,0,0,6.2
2013,7,26,8.5,4.6,8.4
2013,7,27,0.4,1.1,10.6
2013,7,28,0.8,89.9,11.1
2013,7,29,2.7,14,11.5
2013,7,30,26.1,15.4,13.4
2013,7,31,0,1.9,9.4
2013,8,1,0,18.4,10.2
2013,8,2,14.1,49.8,12.8
2013,8,3,10.4,29.1,12.1
2013,8,4,3.4,23.6,10.5
2013,8,5,17.3,5.3,10.3
2013,8,6,0,0.8,9.9
2013,8,7,0.2,45.7,8.3
2013,8,8,2.2,49.1,11.6
2013,8,9,9.4,33.6,13.3
2013,8,10,0,0.3,13.1
