"year_site"	"mean.temp"	"summ.temp"	"wint.temp"	"rain.GP"	"rain.year"	"rain.wint"
"51"	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352
"52"	"2012_CA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132
"53"	"2012_CA1105"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132
"54"	"2012_CH1001"	2.36876712328767	14.1225409836066	-5.87912087912088	3.30081967213115	3.15917808219178	3.17912087912088
"55"	"2012_CH1002"	2.65068493150685	14.4270491803279	-5.62307692307692	3.30737704918033	3.18356164383562	3.1978021978022
"56"	"2012_CH1003"	2.88452054794521	14.6885245901639	-5.41153846153846	3.38688524590164	3.27890410958904	3.3032967032967
"57"	"2012_CH1104"	2.88452054794521	14.6885245901639	-5.41153846153846	3.38688524590164	3.27890410958904	3.3032967032967
"58"	"2012_CH1105"	2.88452054794521	14.6885245901639	-5.41153846153846	3.38688524590164	3.27890410958904	3.3032967032967
"59"	"2012_MA1001"	3.2658904109589	15.1934426229508	-5.17554945054945	2.67868852459016	2.90849315068493	2.77032967032967
"60"	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121
"61"	"2012_MA1003"	2.89821917808219	14.3159836065574	-5.09587912087912	2.46229508196721	2.74684931506849	2.62967032967033
"62"	"2012_MA1104"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132
"63"	"2012_MA1105"	3.2741095890411	15.069262295082	-4.94038461538462	2.8827868852459	3.12657534246575	3.16648351648352
"64"	"2012_MA1106"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121
"65"	"2013_CA1001"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725
"66"	"2013_CA1002"	1.47383561643836	14.1844262295082	-8.10576923076923	3.24508196721311	2.97095890410959	2.58516483516484
"67"	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791
"68"	"2013_CA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725
"69"	"2013_CA1105"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725
"70"	"2013_CH1001"	0.241780821917808	12.9651639344262	-9.26291208791209	2.58688524590164	2.33424657534247	2.19945054945055
"71"	"2013_CH1002"	0.487260273972603	13.2233606557377	-9.0271978021978	2.61229508196721	2.42493150684931	2.28956043956044
"72"	"2013_CH1003"	0.673561643835616	13.4106557377049	-8.83791208791209	2.64262295081967	2.49506849315069	2.37032967032967
"73"	"2013_CH1104"	0.673561643835616	13.4106557377049	-8.83791208791209	2.64262295081967	2.49506849315069	2.37032967032967
"74"	"2013_CH1105"	0.673561643835616	13.4106557377049	-8.83791208791209	2.64262295081967	2.49506849315069	2.37032967032967
"75"	"2013_MA1001"	0.985890410958904	13.7237704918033	-8.54917582417582	3.28360655737705	3.12301369863014	2.92252747252747
"76"	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703
"77"	"2013_MA1003"	0.791369863013699	12.8909836065574	-8.1728021978022	2.61065573770492	2.64904109589041	2.63956043956044
"78"	"2013_MA1104"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725
"79"	"2013_MA1105"	1.0586301369863	13.5491803278689	-8.21098901098901	2.71803278688525	2.69616438356164	2.62472527472527
"80"	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703
"81"	"2014_CA1001"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978
"82"	"2014_CA1002"	1.84493150684932	15.4483606557377	-8.18159340659341	3.36967213114754	2.81315068493151	2.53846153846154
"83"	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286
"84"	"2014_CA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978
"85"	"2014_CA1105"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978
"86"	"2014_CH1001"	0.662328767123288	14.2024590163934	-8.98241758241758	3.50901639344262	3.12383561643836	2.91923076923077
"87"	"2014_CH1002"	0.882739726027397	14.4081967213115	-8.75274725274725	3.48606557377049	3.08958904109589	2.92472527472527
"88"	"2014_CH1003"	1.04109589041096	14.5340163934426	-8.57747252747253	3.45901639344262	3.13506849315069	3
"89"	"2014_CH1104"	1.04109589041096	14.5340163934426	-8.57747252747253	3.45901639344262	3.13506849315069	3
"90"	"2014_CH1105"	1.04109589041096	14.5340163934426	-8.57747252747253	3.45901639344262	3.13506849315069	3
"91"	"2014_MA1001"	1.39520547945205	14.9409836065574	-8.50741758241758	3.51229508196721	2.9758904109589	2.78461538461538
"92"	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385
"93"	"2014_MA1003"	1.27520547945205	14.4450819672131	-8.23159340659341	3.29672131147541	2.67397260273973	2.37252747252747
"94"	"2014_MA1104"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978
"95"	"2014_MA1105"	1.48438356164384	14.7430327868852	-8.12884615384615	3.29098360655738	2.79178082191781	2.58791208791209
"96"	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385
"97"	"2015_CA1001"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033
"98"	"2015_CA1002"	2.91325136612022	14.9754098360656	-5.49153005464481	2.91393442622951	2.78142076502732	2.94371584699454
"99"	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923
"100"	"2015_CA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033
"101"	"2015_CA1105"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033
"102"	"2015_CH1001"	1.74644808743169	13.7635245901639	-6.68087431693989	2.72049180327869	2.49371584699454	2.55027322404372
"103"	"2015_CH1002"	1.99781420765027	14.0790983606557	-6.45300546448087	2.8344262295082	2.57404371584699	2.6327868852459
"104"	"2015_CH1003"	2.17622950819672	14.2909836065574	-6.2931693989071	2.96229508196721	2.66311475409836	2.71967213114754
"105"	"2015_CH1104"	2.17622950819672	14.2909836065574	-6.2931693989071	2.96229508196721	2.66311475409836	2.71967213114754
"106"	"2015_CH1105"	2.17622950819672	14.2909836065574	-6.2931693989071	2.96229508196721	2.66311475409836	2.71967213114754
"107"	"2015_MA1001"	2.43073770491803	14.5118852459016	-6.01803278688525	3.01065573770492	2.85382513661202	2.97704918032787
"108"	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098
"109"	"2015_MA1003"	2.15928961748634	13.8155737704918	-5.87595628415301	3.05819672131148	2.71256830601093	2.7431693989071
"110"	"2015_MA1104"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033
"111"	"2015_MA1105"	2.52827868852459	14.3745901639344	-5.71448087431694	3.16065573770492	2.6396174863388	2.51693989071038
"112"	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098
"113"	"2016_CA1001"	7.17056074766355	13.8012295081967	-1.62228260869565	3.71311475409836	3.48457943925234	3.18152173913043
"114"	"2016_CA1002"	7.91705607476636	14.6766393442623	-1.04673913043478	4.0172131147541	3.55560747663551	2.94347826086957
"115"	"2016_CA1003"	7.71378504672897	14.3204918032787	-1.04728260869565	4.13360655737705	3.84953271028037	3.47282608695652
"116"	"2016_CA1104"	7.17056074766355	13.8012295081967	-1.62228260869565	3.71311475409836	3.48457943925234	3.18152173913043
"117"	"2016_CA1105"	7.17056074766355	13.8012295081967	-1.62228260869565	3.71311475409836	3.48457943925234	3.18152173913043
"118"	"2016_CH1001"	6.62990654205607	13.3090163934426	-2.22717391304348	3.82868852459016	3.35607476635514	2.72934782608696
"119"	"2016_CH1002"	6.85257009345794	13.5672131147541	-2.05163043478261	3.85409836065574	3.38271028037383	2.75760869565217
"120"	"2016_CH1003"	7.07009345794393	13.7983606557377	-1.85217391304348	3.8844262295082	3.4107476635514	2.78260869565217
"121"	"2016_CH1104"	7.07009345794393	13.7983606557377	-1.85217391304348	3.8844262295082	3.4107476635514	2.78260869565217
"122"	"2016_CH1105"	7.07009345794393	13.7983606557377	-1.85217391304348	3.8844262295082	3.4107476635514	2.78260869565217
"123"	"2016_MA1001"	7.58714953271028	14.2614754098361	-1.26358695652174	4.16229508196721	3.87803738317757	3.50108695652174
"124"	"2016_MA1002"	7.4196261682243	13.830737704918	-1.0820652173913	3.62131147540984	3.40467289719626	3.11739130434783
"125"	"2016_MA1003"	6.99205607476635	13.3139344262295	-1.39130434782609	3.85573770491803	3.66495327102804	3.41195652173913
"126"	"2016_MA1104"	7.17056074766355	13.8012295081967	-1.62228260869565	3.71311475409836	3.48457943925234	3.18152173913043
"127"	"2016_MA1105"	7.58855140186916	14.1069672131148	-1.0554347826087	4.11475409836066	3.62056074766355	2.96521739130435
"128"	"2016_MA1106"	7.4196261682243	13.830737704918	-1.0820652173913	3.62131147540984	3.40467289719626	3.11739130434783
